Date,Name,Tm,PA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"2019-05-03","Brian Dozier","WSN",4,2,0.333333333,0.666666666,0,0,0,0,0,0.6667,0.3333,0,0.3333,0.6667,0,9810
"2019-05-03","Kelvin Gutierrez","KCR",4,1,0.5,0.5,0,0,0,0,0,0,1,0,0,0,1,17468
"2019-05-03","Pablo Reyes","PIT",3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.6667,0,0.3333,0.3333,0.3333,0.3333,16357
"2019-05-03","Jose Urena","MIA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11589
"2019-05-03","Trey Mancini","BAL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15149
"2019-05-03","Brett Anderson","OAK",3,2,0,1,0,0,0,0,0,0,0.3333,0.6667,0.3333,0.6667,0,8223
"2019-05-03","Cesar Hernandez","PHI",3,2,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,10556
"2019-05-03","Martin Prado","MIA",4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3312
"2019-05-03","Colin Moran","PIT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16909
"2019-05-03","Jon Berti","MIA",4,3,0,1,0,0,0,0,0,0.3333,0.6667,0,0,0.3333,0.6667,12037
"2019-05-03","Steve Wilkerson","BAL",3,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,16041
"2019-05-03","Khris Davis","OAK",6,0.5,0,0.333333333,0.666666666,0.5,0,1,0,0.6667,0.3333,0,0.3333,0.3333,0.3333,9112
"2019-05-03","Aaron Altherr","PHI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11270
"2019-05-03","Starlin Castro","MIA",4,3,0.25,0.75,0,0,0,0,0,0.75,0,0.25,0,1,0,4579
"2019-05-03","Javier Baez","CHC",4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12979
"2019-05-03","Ozzie Albies","ATL",5,1,0.2,0.4,0.4,0,0,0,0,0.8,0,0.2,0.2,0.2,0.6,16556
"2019-05-03","Brandon Lowe","TBR",5,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.3333,0.3333,0.3333,0,0.3333,0.6667,18882
"2019-05-03","Josh Phegley","OAK",5,2,0.4,0.4,0.2,0,1,0.5,0,0.8,0,0.2,0,0.4,0.6,9308
"2019-05-03","Brian McCann","ATL",4,0,0,0,1,0,0.333333333,0,0,0.3333,0,0.6667,0,0.6667,0.3333,4810
"2019-05-03","Jonathan Villar","BAL",4,2,0.333333333,0.666666666,0,0,0,0,0,0.3333,0.6667,0,0.3333,0.6667,0,10071
"2019-05-03","Kyle Schwarber","CHC",4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16478
"2019-05-03","Brian Anderson","MIA",4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,18289
"2019-05-03","Howie Kendrick","WSN",4,1,0,0.5,0.5,0,0,0,0,0,0.75,0.25,0,0.25,0.75,4229
"2019-05-03","Elias Diaz","PIT",1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,11680
"2019-05-03","Josh Donaldson","ATL",5,0.5,0.25,0.25,0.5,0,0,0,0,0.75,0,0.25,0,0.5,0.5,5038
"2019-05-03","Hanser Alberto","BAL",3,2,0,0.666666666,0.333333333,0,0,0,0,0.6667,0,0.3333,0.3333,0.6667,0,11902
"2019-05-03","Paul DeJong","STL",4,0.5,0.25,0.25,0.5,0,0,0,0,0.25,0.25,0.5,0,0.75,0.25,18015
"2019-05-03","Ronald Acuna Jr.","ATL",5,2,0,0.666666666,0.333333333,0,0,0,0,0.6667,0,0.3333,0,0.3333,0.6667,18401
"2019-05-03","Jean Segura","PHI",4,0.5,0,0.333333333,0.666666666,0,0.5,1,0,0.3333,0,0.6667,0.3333,0.3333,0.3333,5933
"2019-05-03","Marcus Semien","OAK",6,3,0.2,0.6,0.2,0,0,0,0,0.6,0.2,0.2,0.4,0.4,0.2,12533
"2019-05-03","Freddie Freeman","ATL",5,2,0.4,0.4,0.2,0,1,0,0,0.8,0.2,0,0,0.2,0.8,5361
"2019-05-03","Dwight Smith Jr.","BAL",4,2,0.333333333,0.666666666,0,0,0,0,0,0.3333,0.6667,0,0.3333,0.6667,0,13473
"2019-05-03","Melky Cabrera","PIT",3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4022
"2019-05-03","Matt Adams","WSN",4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,9393
"2019-05-03","Ryan O'Hearn","KCR",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,16442
"2019-05-03","Stephen Piscotty","OAK",6,1,0.5,0.25,0.25,0,0,0,0,0.5,0.5,0,0,0.75,0.25,13367
"2019-05-03","Andrew Knapp","PHI",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14942
"2019-05-03","Brett Gardner","NYY",4,1,0.666666666,0.333333333,0,0,0,0,0,0,1,0,0,1,0,9927
"2019-05-03","Willson Contreras","CHC",4,0,0.5,0,0.5,0,0,0,0,0,0,1,0.5,0,0.5,11609
"2019-05-03","Niko Goodrum","DET",4,1,0.5,0.5,0,0,0,0,0,0,1,0,0.5,0.5,0,12092
"2019-05-03","Yangervis Solarte","SFG",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352
"2019-05-03","Tommy Pham","TBR",5,4,0,1,0,0,0,0.25,0,0.5,0.25,0.25,0.5,0.5,0,2967
"2019-05-03","Eugenio Suarez","CIN",2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12552
"2019-05-03","Victor Robles","WSN",4,1,0,0.5,0.5,1,0,0,0,0,0.5,0.5,0.5,0.5,0,18363
"2019-05-03","Jonathan Schoop","MIN",4,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,11265
"2019-05-03","Adalberto Mondesi","KCR",4,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,1,0,13769
"2019-05-03","Nick Vincent","SFG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7555
"2019-05-03","Avisail Garcia","TBR",5,2,0,0.666666666,0.333333333,0,0,0,0,0.6667,0,0.3333,0,0.6667,0.3333,5760
"2019-05-03","Anthony Rizzo","CHC",4,2,0,0.666666666,0.333333333,0,1,0.5,0,0.6667,0,0.3333,0,0.3333,0.6667,3473
"2019-05-03","Jesse Winker","CIN",5,3,0,0.75,0.25,0,0,0,0,0.25,0.5,0.25,0.25,0.25,0.5,13590
"2019-05-03","Miguel Cabrera","DET",4,1,0.5,0.25,0.25,0,0,0,0,0.5,0.25,0.25,0,0.25,0.75,1744
"2019-05-03","Max Kepler","MIN",4,0.5,0,0.333333333,0.666666666,0.5,0,0,0,0.6667,0.3333,0,0.6667,0.3333,0,12144
"2019-05-03","JaCoby Jones","DET",3,0,1,0,0,0,0,0,0,0,1,0,0.5,0,0.5,14818
"2019-05-03","Evan Longoria","SFG",6,0.5,0.4,0.2,0.4,0,0.5,0,0,0.4,0.2,0.4,0,0.6,0.4,9368
"2019-05-03","Jung Ho Kang","PIT",4,3,0,0.75,0.25,0,0,0,0,0.5,0.5,0,0.25,0.5,0.25,17182
"2019-05-03","Jason Heyward","CHC",4,1,0,0.5,0.5,0,0,0,0,0.25,0.25,0.5,0,1,0,4940
"2019-05-03","Yasiel Puig","CIN",6,3,0.2,0.6,0.2,0,0,0.666666666,0,0.6,0.4,0,0,0.6,0.4,14225
"2019-05-03","Jordy Mercer","DET",3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,6547
"2019-05-03","Jorge Polanco","MIN",4,0.5,0,0.333333333,0.666666666,0.5,0,0,0,0,0.3333,0.6667,0.3333,0.3333,0.3333,13152
"2019-05-03","Jose Iglesias","CIN",6,1,0.75,0.25,0,0,0,1,0,0.5,0.25,0.25,0.25,0.5,0.25,10231
"2019-05-03","Bryce Harper","PHI",4,0,0.333333333,0,0.666666666,0,0,0,0,0.6667,0.3333,0,0,0.6667,0.3333,11579
"2019-05-03","Skye Bolt","OAK",2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,17723
"2019-05-03","Ben Zobrist","CHC",4,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,7435
"2019-05-03","Mike Gerber","SFG",4,1,0.5,0.5,0,0,0,0,0,1,0,0,0,0,1,16115
"2019-05-03","Gordon Beckham","DET",4,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,9015
"2019-05-03","Luke Voit","NYY",4,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,14811
"2019-05-03","Derek Dietrich","CIN",4,0.5,0.25,0.25,0.5,0,1,1,0,0.75,0,0.25,0,0.25,0.75,10542
"2019-05-03","Maikel Franco","PHI",3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12179
"2019-05-03","Nelson Cruz","MIN",4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2434
"2019-05-03","Matt Carpenter","STL",4,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.6667,0,0.3333,0.3333,0.3333,0.3333,8090
"2019-05-03","Steven Duggar","SFG",6,4,0,0.8,0.2,0,0,0,0,0,0.8,0.2,0,0.4,0.6,17719
"2019-05-03","Billy Hamilton","KCR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10199
"2019-05-03","Mike Tauchman","NYY",4,2,0,1,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,15274
"2019-05-03","Joe Panik","SFG",6,1,0.2,0.4,0.4,0,0.5,0,0,0.8,0,0.2,0,0.6,0.4,11936
"2019-05-03","Wilmer Difo","WSN",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14320
"2019-05-03","Marwin Gonzalez","MIN",4,2,0.5,0.5,0,0,0,0,0,0.25,0.5,0.25,0,0,1,5497
"2019-05-03","Paul Goldschmidt","STL",4,2,0,0.666666666,0.333333333,0,0,0,0,0.6667,0.3333,0,0,0.6667,0.3333,9218
"2019-05-03","Nicholas Castellanos","DET",4,0,0.333333333,0,0.666666666,0,0,0,0,0,0.3333,0.6667,0,1,0,11737
"2019-05-03","Stephen Vogt","SFG",3,0,0.333333333,0,0.666666666,0,0.5,0,0,0.6667,0.3333,0,0.3333,0,0.6667,5000
"2019-05-03","Tyler Wade","NYY",3,0,0,0,1,0,0,0,0,0,1,0,0.5,0.5,0,15730
"2019-05-03","Kevin Pillar","SFG",6,0.666666666,0.166666666,0.333333333,0.5,0,0,0,0,0.3333,0.5,0.1667,0.1667,0.6667,0.1667,12434
"2019-05-03","Dylan Moore","SEA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18042
"2019-05-03","Chris Taylor","LAD",4,0,0,0,1,0,0.333333333,0,0,0.3333,0.6667,0,0,0.6667,0.3333,13757
"2019-05-03","Steve Pearce","BOS",3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9957
"2019-05-03","Domingo Santana","SEA",4,3,0,1,0,0,0,0,0,0.6667,0,0.3333,0.3333,0.6667,0,10348
"2019-05-03","Eric Hosmer","SDP",4,3,0.25,0.75,0,0,0,0,0,0.25,0.25,0.5,0,0.5,0.5,3516
"2019-05-03","Steven Matz","NYM",2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13361
"2019-05-03","Jeff Mathis","TEX",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3448
"2019-05-03","Manuel Margot","SDP",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14712
"2019-05-03","James McCann","CHW",4,1,0.5,0.5,0,0,0,1,0,0.5,0.5,0,0,0.5,0.5,12859
"2019-05-03","Francisco Lindor","CLE",4,1,0.5,0.5,0,0,0,0,0,1,0,0,0.5,0,0.5,12916
"2019-05-03","Ian Kinsler","SDP",4,0.5,0,0.333333333,0.666666666,0,0.5,0,0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,6195
"2019-05-03","Amed Rosario","NYM",4,1,0,0.5,0.5,1,0,1,0,0,0.5,0.5,0.5,0.5,0,15518
"2019-05-03","Freddy Galvis","TOR",6,2,0.25,0.5,0.25,1,0,0,0,0.75,0.25,0,0.25,0.5,0.25,6609
"2019-05-03","Cody Bellinger","LAD",5,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,15998
"2019-05-03","Mookie Betts","BOS",5,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,13611
"2019-05-03","Tyler Naquin","CLE",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,13359
"2019-05-03","Enrique Hernandez","LAD",4,0.5,0,0.333333333,0.666666666,0.5,0,0,0,0.3333,0.3333,0.3333,0.3333,0,0.6667,10472
"2019-05-03","J.D. Davis","NYM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16219
"2019-05-03","Matt Beaty","LAD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17710
"2019-05-03","Nick Senzel","CIN",7,0.5,0,0.333333333,0.666666666,0,0,1,0,0.3333,0.3333,0.3333,0.6667,0.3333,0,19293
"2019-05-03","Tzu-Wei Lin","BOS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14678
"2019-05-03","Kevin Plawecki","CLE",3,1,0,0.5,0.5,1,0,0,0,1,0,0,0.5,0.5,0,13807
"2019-05-03","Joc Pederson","LAD",4,1,0,0.5,0.5,0,0,0,0,0,1,0,0,0,1,11899
"2019-05-03","Peter Alonso","NYM",4,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,19251
"2019-05-03","Eric Lauer","SDP",2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,19316
"2019-05-03","Carlos Santana","CLE",4,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,2396
"2019-05-03","Tim Anderson","CHW",4,1,0,0.5,0.5,1,0,0,0,0.5,0,0.5,0.5,0.5,0,15172
"2019-05-03","Mitch Haniger","SEA",4,1,0,1,0,0,0,1,0,0,0,1,1,0,0,14274
"2019-05-03","Alex Dickerson","SDP",1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,12649
"2019-05-03","Welington Castillo","CHW",4,1,0,0.5,0.5,0,0,0,0,0,1,0,0,0.5,0.5,3256
"2019-05-03","Tim Beckham","SEA",4,0.5,0,0.333333333,0.666666666,0,0,0,0,0.6667,0.3333,0,0,0.3333,0.6667,7949
"2019-05-03","Ryan McMahon","COL",2,1,0,0.5,0.5,0,1,0,0,0.5,0,0.5,0,0.5,0.5,15112
"2019-05-03","Yasmani Grandal","MIL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11368
"2019-05-03","Ryon Healy","SEA",2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15447
"2019-05-03","Max Muncy","LAD",2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,13301
"2019-05-03","Leury Garcia","CHW",4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5913
"2019-05-03","Jason Kipnis","CLE",3,2,0,0.666666666,0.333333333,0,0,0,0,0.3333,0.6667,0,0,0.3333,0.6667,9776
"2019-05-03","Garrett Hampson","COL",3,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,19262
"2019-05-03","Brandon Nimmo","NYM",3,2,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,12927
"2019-05-04","Miguel Andujar","NYY",4,0,0.333333333,0,0.666666666,0,0,0,0,0,0.6667,0.3333,0.3333,0,0.6667,15878
"2019-05-04","Brett Gardner","NYY",4,2,0.333333333,0.666666666,0,0,0,0,0,0.3333,0.6667,0,0,0.3333,0.6667,9927
"2019-05-04","Anthony Rizzo","CHC",4,1,0,0.5,0.5,0.5,0,0,0,0.75,0,0.25,0.25,0.75,0,3473
"2019-05-04","Jonathan Schoop","MIN",4,0,0.666666666,0,0.333333333,0,0,0,0,0.3333,0.3333,0.3333,0,0.3333,0.6667,11265
"2019-05-04","Matt Wieters","STL",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4298
"2019-05-04","Max Kepler","MIN",4,0,0.333333333,0,0.666666666,0,0,0,0,0.3333,0.6667,0,0,0.6667,0.3333,12144
"2019-05-04","Yadier Molina","STL",5,2,0.333333333,0.666666666,0,0,0,0,0,0.6667,0.3333,0,0.3333,0.3333,0.3333,7007
"2019-05-04","C.J. Cron","MIN",5,1,0,0.5,0.5,0,0.5,0,0,0.75,0.25,0,0.5,0.25,0.25,12546
"2019-05-04","Matt Carpenter","STL",5,2,0.5,0.5,0,0,0,0,0,0.5,0.25,0.25,0,1,0,8090
"2019-05-04","Byron Buxton","MIN",4,0.5,0.25,0.25,0.5,1,0,0,0,0.25,0.25,0.5,0.5,0,0.5,14161
"2019-05-04","Cameron Maybin","NYY",4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,5223
"2019-05-04","Mitch Garver","MIN",5,0.5,0.25,0.25,0.5,0,0.5,0,0,0.5,0,0.5,0,0.75,0.25,15161
"2019-05-04","Marwin Gonzalez","MIN",5,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.3333,0.6667,0,0,0.6667,0.3333,5497
"2019-05-04","Jeimer Candelario","DET",5,0.666666666,0,0.4,0.6,0,0.333333333,0,0,0.4,0.6,0,0.2,0.2,0.6,13621
"2019-05-04","Yan Gomes","WSN",5,0.5,0,0.333333333,0.666666666,0,0,0,0,0.6667,0.3333,0,0.3333,0.6667,0,9627
"2019-05-04","Buster Posey","SFG",3,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,1,0,9166
"2019-05-04","Mark Zagunis","CHC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16565
"2019-05-04","Ty France","SDP",4,3,0,1,0,0,0,0,0,0.6667,0.3333,0,0,0.3333,0.6667,17982
"2019-05-04","Willy Adames","TBR",3,2,0,0.666666666,0.333333333,1,0,0,0,0.6667,0,0.3333,0.6667,0.3333,0,15986
"2019-05-04","Tomas Nido","NYM",2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,13755
"2019-05-04","Andrew McCutchen","PHI",5,1,0.333333333,0.333333333,0.333333333,1,0,0,0,0.6667,0,0.3333,0.3333,0.3333,0.3333,9847
"2019-05-04","Brandon Belt","SFG",4,0.5,0,0.333333333,0.666666666,0.5,0,0,0,0,0.3333,0.6667,0.6667,0.3333,0,10264
"2019-05-04","Paul Goldschmidt","STL",5,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,9218
"2019-05-04","Joc Pederson","LAD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11899
"2019-05-04","Miguel Cabrera","DET",4,3,0.25,0.75,0,0,0,0,0,0.25,0.5,0.25,0.25,0.75,0,1744
"2019-05-04","Brandon Lowe","TBR",4,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,1,0,18882
"2019-05-04","Jeff McNeil","NYM",8,4,0.333333333,0.666666666,0,0,0,0,0,0.5,0.1667,0.3333,0,0.3333,0.6667,15362
"2019-05-04","Phil Gosselin","PHI",4,3,0,0.75,0.25,0,0,0,0,0.5,0,0.5,0,0.25,0.75,10953
"2019-05-04","Tyler Austin","SFG",1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,11850
"2019-05-04","Jedd Gyorko","STL",1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,10816
"2019-05-04","Alex Dickerson","SDP",2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,12649
"2019-05-04","Jordy Mercer","DET",4,2,0.25,0.5,0.25,0,0,0,0,0.25,0.75,0,0.25,0.25,0.5,6547
"2019-05-04","Max Scherzer","WSN",1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3137
"2019-05-04","J.D. Davis","NYM",4,2,0,1,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,16219
"2019-05-04","Adrian Sanchez","WSN",1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,11338
"2019-05-04","Kevin Pillar","SFG",4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,12434
"2019-05-04","Taylor Davis","CHC",3,1,0,0.5,0.5,0,1,0,0,1,0,0,0,0.5,0.5,12782
"2019-05-04","Max Muncy","LAD",5,0.5,0,0.333333333,0.666666666,0,0.5,0,0,0.3333,0.6667,0,0.3333,0,0.6667,13301
"2019-05-04","Billy Hamilton","KCR",6,1.5,0,0.6,0.4,0,0,0,0,0.4,0.4,0.2,0.4,0.4,0.2,10199
"2019-05-04","Howie Kendrick","WSN",5,5,0,1,0,0,0,0,0,0.8,0,0.2,0.2,0.6,0.2,4229
"2019-05-04","Peter Alonso","NYM",7,3,0.2,0.6,0.2,0,1,0,0,0.4,0.4,0.2,0,0.4,0.6,19251
"2019-05-04","Michael A. Taylor","WSN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11489
"2019-05-04","Jesse Winker","CIN",4,1,0.333333333,0.333333333,0.333333333,1,0,0,0,0,0.5,0.5,0.75,0,0.25,13590
"2019-05-04","Yu Darvish","CHC",2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,13074
"2019-05-04","Chris Taylor","LAD",5,2,0.333333333,0.666666666,0,0,0,0,0,0.6667,0,0.3333,0,0.6667,0.3333,13757
"2019-05-04","Nicholas Castellanos","DET",4,2,0,1,0,0,0,0.5,0,1,0,0,0,0,1,11737
"2019-05-04","Sean Rodriguez","PHI",5,1,0.666666666,0.333333333,0,0,0,0,0,0.3333,0,0.6667,0,0,1,6589
"2019-05-04","Stephen Vogt","SFG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
"2019-05-04","Albert Almora Jr.","CHC",4,2,0,1,0,0,0,0,0,1,0,0,0,0.6667,0.3333,14109
"2019-05-04","Manuel Margot","SDP",4,2,0.333333333,0.666666666,0,0,0,0.5,0,1,0,0,0,1,0,14712
"2019-05-04","Daniel Robertson","TBR",3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,14145
"2019-05-04","Ben Gamel","MIL",7,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,12160
"2019-05-04","Niko Goodrum","DET",4,0.5,0.25,0.25,0.5,0,0,0,0,0.5,0.25,0.25,0.25,0.25,0.5,12092
"2019-05-04","Patrick Corbin","WSN",3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,9323
"2019-05-04","Pablo Sandoval","SFG",4,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,5409
"2019-05-04","Kris Bryant","CHC",4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,15429
"2019-05-04","Alex Verdugo","LAD",5,3,0,0.75,0.25,0,0,0.333333333,0,0.25,0.75,0,0.25,0.5,0.25,17027
"2019-05-04","Trey Mancini","BAL",4,2,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.25,0.75,0,15149
"2019-05-04","Orlando Arcia","MIL",5,0.5,0,0.333333333,0.666666666,0,0,0,0,0.3333,0.3333,0.3333,0,1,0,13185
"2019-05-04","Hernan Perez","MIL",3,2,0,0.666666666,0.333333333,0,0,0.5,0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,5751
"2019-05-04","Nicky Delmonico","CHW",3,1,0,0.5,0.5,1,0,0,0,0,0.5,0.5,1,0,0,13157
"2019-05-04","Jason Kipnis","CLE",3,3,0,1,0,0,0,0,0,0.6667,0.3333,0,0,0.6667,0.3333,9776
"2019-05-04","Adam Frazier","PIT",5,0,0.75,0,0.25,0,0,0,0,0,0.5,0.5,0.25,0.25,0.5,15223
"2019-05-04","Rhys Hoskins","PHI",5,1,0.5,0.5,0,0,0,1,0,1,0,0,0,1,0,16472
"2019-05-04","Steven Duggar","SFG",3,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,17719
"2019-05-04","Jonathan Villar","BAL",4,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,10071
"2019-05-04","Lorenzo Cain","MIL",8,4,0.166666666,0.666666666,0.166666666,0,0,0,0,0.1667,0.3333,0.5,0.3333,0.3333,0.3333,9077
"2019-05-04","Jose Rondon","CHW",4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,14140
"2019-05-04","Jorge Soler","KCR",6,2,0,0.666666666,0.333333333,0,0,0.25,0,0.3333,0.6667,0,0,0.6667,0.3333,14221
"2019-05-04","Domingo Santana","SEA",4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,10348
"2019-05-04","Colin Moran","PIT",3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,16909
"2019-05-04","Victor Robles","WSN",3,0,0.5,0,0.5,0,1,0,0,0,0.6667,0.3333,0.6667,0,0.3333,18363
"2019-05-04","Yonder Alonso","CHW",4,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,2530
"2019-05-04","Hanser Alberto","BAL",3,3,0,1,0,0,0,0.333333333,0,1,0,0,0.3333,0.6667,0,11902
"2019-05-04","Zack Wheeler","NYM",2,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,10310
"2019-05-04","Tim Anderson","CHW",3,2,0,1,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,15172
"2019-05-04","Hunter Dozier","KCR",6,2,0.333333333,0.666666666,0,0,0,0,0,0.3333,0.6667,0,0,0.6667,0.3333,15117
"2019-05-04","Francisco Lindor","CLE",4,1,0.333333333,0.333333333,0.333333333,0,1,0,0,0,1,0,0,0.6667,0.3333,12916
"2019-05-04","Ramon Laureano","OAK",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17128
"2019-05-04","Todd Frazier","NYM",1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,785
"2019-05-04","Leury Garcia","CHW",3,2,0,0.666666666,0.333333333,0,0,0,0,0,0.6667,0.3333,0.3333,0.6667,0,5913
"2019-05-04","Dwight Smith Jr.","BAL",4,0.5,0.25,0.25,0.5,0,0.5,0,0,0.5,0.25,0.25,0.25,0,0.75,13473
"2019-05-04","Jesus Aguilar","MIL",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11342
"2019-05-04","Jose Abreu","CHW",4,2,0.25,0.5,0.25,0,1,0,0,0.25,0.5,0.25,0,0.75,0.25,15676
"2019-05-04","Ryan O'Hearn","KCR",6,1.5,0,0.6,0.4,0,0,0,0,0,0.2,0.8,0.2,0.6,0.2,16442
"2019-05-04","Tyler Naquin","CLE",3,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,13359
"2019-05-04","Cole Tucker","PIT",2,1,0,0.5,0.5,0,0,0,0,0,1,0,0.5,0.5,0,17326
"2019-05-04","Manny Pina","MIL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2829
"2019-05-04","Eduardo Nunez","BOS",6,0.666666666,0,0.4,0.6,0,0.333333333,0.5,0,0.2,0.2,0.6,0.2,0.6,0.2,6848
"2019-05-04","Christian Yelich","MIL",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11477
"2019-05-04","Michael Chavis","BOS",6,0.25,0.166666666,0.166666666,0.666666666,0.25,0.5,0,0,0.1667,0.6667,0.1667,0.1667,0.3333,0.5,17321
"2019-05-04","Edwin Encarnacion","SEA",4,1,0,0.5,0.5,0,1,0,0,0.5,0.5,0,0,0.5,0.5,2151
"2019-05-04","Marcus Semien","OAK",5,2,0,0.666666666,0.333333333,0,0,0,0,0.6667,0.3333,0,0,0.3333,0.6667,12533
"2019-05-04","Daniel Vogelbach","SEA",4,0,0,0,1,0,0.5,0,0,0.5,0,0.5,0.5,0,0.5,14130
"2019-05-04","Skye Bolt","OAK",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17723
